Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Status,product.metafields.custom.material,product.metafields.custom.fit,product.metafields.custom.length,product.metafields.custom.model_height,product.metafields.custom.model_size,product.metafields.custom.fabric,product.metafields.custom.care,product.metafields.custom.season,product.metafields.custom.style,product.metafields.custom.occasion
relax-fit-aerobin-tesettur-elbise,,,,,,,,Renk,Taş,Beden,38,ELB-002-TAS-38,420,shopify,18,deny,manual,1699.00,,TRUE,TRUE,,,,,,,,,,,,,,,,,
relax-fit-aerobin-tesettur-elbise,,,,,,,,Renk,Taş,Beden,40,ELB-002-TAS-40,420,shopify,18,deny,manual,1699.00,,TRUE,TRUE,,,,,,,,,,,,,,,,,
relax-fit-aerobin-tesettur-elbise,,,,,,,,Renk,Taş,Beden,42,ELB-002-TAS-42,420,shopify,18,deny,manual,1699.00,,TRUE,TRUE,,,,,,,,,,,,,,,,,
relax-fit-aerobin-tesettur-elbise,,,,,,,,Renk,Taş,Beden,44,ELB-002-TAS-44,420,shopify,18,deny,manual,1699.00,,TRUE,TRUE,,,,,,,,,,,,,,,,,
relax-fit-aerobin-tesettur-elbise,,,,,,,,Renk,Taş,Beden,46,ELB-002-TAS-46,420,shopify,18,deny,manual,1699.00,,TRUE,TRUE,,,,,,,,,,,,,,,,,
relax-fit-aerobin-tesettur-elbise,,,,,,,,Renk,Adaçayı,Beden,36,ELB-002-ADA-36,420,shopify,18,deny,manual,1699.00,,TRUE,TRUE,,,,,,,,,,,,,,,,,
relax-fit-aerobin-tesettur-elbise,,,,,,,,Renk,Adaçayı,Beden,38,ELB-002-ADA-38,420,shopify,18,deny,manual,1699.00,,TRUE,TRUE,,,,,,,,,,,,,,,,,
relax-fit-aerobin-tesettur-elbise,,,,,,,,Renk,Adaçayı,Beden,40,ELB-002-ADA-40,420,shopify,18,deny,manual,1699.00,,TRUE,TRUE,,,,,,,,,,,,,,,,,
relax-fit-aerobin-tesettur-elbise,,,,,,,,Renk,Adaçayı,Beden,42,ELB-002-ADA-42,420,shopify,18,deny,manual,1699.00,,TRUE,TRUE,,,,,,,,,,,,,,,,,
relax-fit-aerobin-tesettur-elbise,,,,,,,,Renk,Adaçayı,Beden,44,ELB-002-ADA-44,420,shopify,18,deny,manual,1699.00,,TRUE,TRUE,,,,,,,,,,,,,,,,,
relax-fit-aerobin-tesettur-elbise,,,,,,,,Renk,Adaçayı,Beden,46,ELB-002-ADA-46,420,shopify,18,deny,manual,1699.00,,TRUE,TRUE,,,,,,,,,,,,,,,,,
asimetrik-kesim-viskon-tesettur-elbise,Asimetrik Kesim Viskon Tesettür Elbise,"<p>Asimetrik etek ucu hareketsiz durmaz; viskon yumuşak tutum verir.</p><h3>Ürün özellikleri</h3><ul><li>Asimetrik etek</li><li>Viskon karışım</li><li>Regular kalıp</li><li>Uzun kol</li><li>Astarlı etek</li></ul><p><strong>Kalıp:</strong> Regular</p><p><strong>Kumaş:</strong> Viskon</p><p><strong>Kullanım:</strong> Ofis / Davet</p><p><strong>Kombin önerisi:</strong> Lacivert şal ve sade bir trençkot ile ofis gününe taşınır.</p><p><strong>Bakım:</strong> Ters çevirerek soğuk yıkayın. Düşük ısıda ütüleyin.</p><p><em>Demo Modest kataloğu için hazırlanmış DEMO üründür. Gerçek stok, gerçek marka veya gerçek satış verisi değildir.</em></p>",Demo Modest,Apparel & Accessories > Clothing > Dresses,Tesettür Elbise,"tesettur, elbise, kadin, viskon, modern, ofis, indirim, sonbahar",TRUE,Renk,Lacivert,Beden,38,ELB-003-LAC-38,460,shopify,9,deny,manual,1899.00,2299.00,TRUE,TRUE,,,Lacivert asimetrik viskon tesettür elbise,FALSE,Asimetrik Kesim Viskon Tesettür Elbise | Demo Modest,"Asimetrik etekli viskon tesettür elbiseyi ofis ve davet kombinleri için inceleyin. DEMO fiyat, DEMO stok. Görseller sonradan eklenebilir; sahte görsel adresi",active,%95 Viskon %5 Elastan,Regular,134 cm,176 cm,40,Viskon,Ters çevirerek soğuk yıkayın. Düşük ısıda ütüleyin.,Sonbahar / Kış,Modern,Ofis / Davet
asimetrik-kesim-viskon-tesettur-elbise,,,,,,,,Renk,Lacivert,Beden,40,ELB-003-LAC-40,460,shopify,9,deny,manual,1899.00,2299.00,TRUE,TRUE,,,,,,,,,,,,,,,,,
asimetrik-kesim-viskon-tesettur-elbise,,,,,,,,Renk,Lacivert,Beden,42,ELB-003-LAC-42,460,shopify,9,deny,manual,1899.00,2299.00,TRUE,TRUE,,,,,,,,,,,,,,,,,
asimetrik-kesim-viskon-tesettur-elbise,,,,,,,,Renk,Lacivert,Beden,44,ELB-003-LAC-44,460,shopify,9,deny,manual,1899.00,2299.00,TRUE,TRUE,,,,,,,,,,,,,,,,,
asimetrik-kesim-viskon-tesettur-elbise,,,,,,,,Renk,Siyah,Beden,38,ELB-003-SIY-38,460,shopify,9,deny,manual,1899.00,2299.00,TRUE,TRUE,,,,,,,,,,,,,,,,,
asimetrik-kesim-viskon-tesettur-elbise,,,,,,,,Renk,Siyah,Beden,40,ELB-003-SIY-40,460,shopify,9,deny,manual,1899.00,2299.00,TRUE,TRUE,,,,,,,,,,,,,,,,,
asimetrik-kesim-viskon-tesettur-elbise,,,,,,,,Renk,Siyah,Beden,42,ELB-003-SIY-42,460,shopify,9,deny,manual,1899.00,2299.00,TRUE,TRUE,,,,,,,,,,,,,,,,,
asimetrik-kesim-viskon-tesettur-elbise,,,,,,,,Renk,Siyah,Beden,44,ELB-003-SIY-44,460,shopify,9,deny,manual,1899.00,2299.00,TRUE,TRUE,,,,,,,,,,,,,,,,,
duz-kesim-uzun-kollu-tesettur-elbise,Düz Kesim Uzun Kollu Tesettür Elbise,"<p>Düz kesim süs aramaz; uzun kol ve kapalı yaka günlük ritme uyar.</p><h3>Ürün özellikleri</h3><ul><li>Düz kesim</li><li>Kapalı yaka</li><li>Uzun kol</li><li>İki yan cep</li><li>Midi-uzun boy</li></ul><p><strong>Kalıp:</strong> Düz kesim</p><p><strong>Kumaş:</strong> Krep</p><p><strong>Kullanım:</strong> Günlük</p><p><strong>Kombin önerisi:</strong> Kahve şal ve düz bir pantolon yerine tek parça bırakın.</p><p><strong>Bakım:</strong> 30 derecede yıkayın. Yüksek ısıda ütülemeyin.</p><p><em>Demo Modest kataloğu için hazırlanmış DEMO üründür. Gerçek stok, gerçek marka veya gerçek satış verisi değildir.</em></p>",Demo Modest,Apparel & Accessories > Clothing > Dresses,Tesettür Elbise,"tesettur, elbise, kadin, sade, gunluk, krep, duz-kesim",TRUE,Renk,Kahve,Beden,36,ELB-004-KAH-36,500,shopify,10,deny,manual,1299.00,,TRUE,TRUE,,,Kahve düz kesim tesettür elbise,FALSE,Düz Kesim Uzun Kollu Tesettür Elbise | Demo Modest,Sade düz kesim tesettür elbiseyi günlük kullanım için inceleyin. Demo Modest DEMO ürünüdür. Fiyatlar DEMO birimdir; canlı pazar fiyatı değildir.,active,%100 Polyester,Düz kesim,136 cm,170 cm,40,Krep,30 derecede yıkayın. Yüksek ısıda ütülemeyin.,Dört mevsim,Sade,Günlük
duz-kesim-uzun-kollu-tesettur-elbise,,,,,,,,Renk,Kahve,Beden,38,ELB-004-KAH-38,500,shopify,10,deny,manual,1299.00,,TRUE,TRUE,,,,,,,,,,,,,,,,,
duz-kesim-uzun-kollu-tesettur-elbise,,,,,,,,Renk,Kahve,Beden,40,ELB-004-KAH-40,500,shopify,10,deny,manual,1299.00,,TRUE,TRUE,,,,,,,,,,,,,,,,,
duz-kesim-uzun-kollu-tesettur-elbise,,,,,,,,Renk,Kahve,Beden,42,ELB-004-KAH-42,500,shopify,10,deny,manual,1299.00,,TRUE,TRUE,,,,,,,,,,,,,,,,,
duz-kesim-uzun-kollu-tesettur-elbise,,,,,,,,Renk,Kahve,Beden,44,ELB-004-KAH-44,500,shopify,10,deny,manual,1299.00,,TRUE,TRUE,,,,,,,,,,,,,,,,,
duz-kesim-uzun-kollu-tesettur-elbise,,,,,,,,Renk,Kahve,Beden,46,ELB-004-KAH-46,500,shopify,10,deny,manual,1299.00,,TRUE,TRUE,,,,,,,,,,,,,,,,,
duz-kesim-uzun-kollu-tesettur-elbise,,,,,,,,Renk,Kahve,Beden,48,ELB-004-KAH-48,500,shopify,10,deny,manual,1299.00,,TRUE,TRUE,,,,,,,,,,,,,,,,,
duz-kesim-uzun-kollu-tesettur-elbise,,,,,,,,Renk,Antrasit,Beden,36,ELB-004-ANT-36,500,shopify,10,deny,manual,1299.00,,TRUE,TRUE,,,,,,,,,,,,,,,,,
duz-kesim-uzun-kollu-tesettur-elbise,,,,,,,,Renk,Antrasit,Beden,38,ELB-004-ANT-38,500,shopify,10,deny,manual,1299.00,,TRUE,TRUE,,,,,,,,,,,,,,,,,
duz-kesim-uzun-kollu-tesettur-elbise,,,,,,,,Renk,Antrasit,Beden,40,ELB-004-ANT-40,500,shopify,10,deny,manual,1299.00,,TRUE,TRUE,,,,,,,,,,,,,,,,,
duz-kesim-uzun-kollu-tesettur-elbise,,,,,,,,Renk,Antrasit,Beden,42,ELB-004-ANT-42,500,shopify,10,deny,manual,1299.00,,TRUE,TRUE,,,,,,,,,,,,,,,,,
duz-kesim-uzun-kollu-tesettur-elbise,,,,,,,,Renk,Antrasit,Beden,44,ELB-004-ANT-44,500,shopify,10,deny,manual,1299.00,,TRUE,TRUE,,,,,,,,,,,,,,,,,
duz-kesim-uzun-kollu-tesettur-elbise,,,,,,,,Renk,Antrasit,Beden,46,ELB-004-ANT-46,500,shopify,10,deny,manual,1299.00,,TRUE,TRUE,,,,,,,,,,,,,,,,,
duz-kesim-uzun-kollu-tesettur-elbise,,,,,,,,Renk,Antrasit,Beden,48,ELB-004-ANT-48,500,shopify,0,deny,manual,1299.00,,TRUE,TRUE,,,,,,,,,,,,,,,,,
oversize-cepli-keten-gorunumlu-tesettur-elbise,Oversize Cepli Keten Görünümlü Tesettür Elbise,"<p>Keten görünümü yazlık durur; oversize cep günlük eşyayı taşır.</p><h3>Ürün özellikleri</h3><ul><li>Oversize kalıp</li><li>Keten görünüm</li><li>Ön cep</li><li>Gömlek yaka</li><li>Diz altı</li></ul><p><strong>Kalıp:</strong> Oversize</p><p><strong>Kumaş:</strong> Keten görünüm</p><p><strong>Kullanım:</strong> Günlük / Seyahat</p><p><strong>Kombin önerisi:</strong> Ekru eşarp ve düz bir spor ayakkabı ile sade kalır.</p><p><strong>Bakım:</strong> Ters yıkayın. Askıda kurutun. Buharlı ütü tercih edin.</p><p><em>Demo Modest kataloğu için hazırlanmış DEMO üründür. Gerçek stok, gerçek marka veya gerçek satış verisi değildir.</em></p>",Demo Modest,Apparel & Accessories > Clothing > Dresses,Tesettür Elbise,"tesettur, elbise, kadin, oversize, keten-gorunum, gunluk, yaz",TRUE,Renk,Ekru,Beden,38,ELB-005-EKR-38,490,shopify,11,deny,manual,1599.00,,TRUE,TRUE,,,Ekru oversize keten görünümlü tesettür elbise,FALSE,Oversize Cepli Keten Görünümlü Tesettür Elbise | Demo Modest,Cepli oversize keten görünümlü tesettür elbiseyi yaz kombinleri için inceleyin. DEMO kayıttır. Varyant ve rozet davranışını denemek için kurgulanmıştır.,active,%80 Polyester %20 Viskon,Oversize,122 cm,174 cm,38,Keten görünüm,Ters yıkayın. Askıda kurutun. Buharlı ütü tercih edin.,İlkbahar / Yaz,Oversize,Günlük / Seyahat
oversize-cepli-keten-gorunumlu-tesettur-elbise,,,,,,,,Renk,Ekru,Beden,40,ELB-005-EKR-40,490,shopify,11,deny,manual,1599.00,,TRUE,TRUE,,,,,,,,,,,,,,,,,
oversize-cepli-keten-gorunumlu-tesettur-elbise,,,,,,,,Renk,Ekru,Beden,42,ELB-005-EKR-42,490,shopify,11,deny,manual,1599.00,,TRUE,TRUE,,,,,,,,,,,,,,,,,
oversize-cepli-keten-gorunumlu-tesettur-elbise,,,,,,,,Renk,Ekru,Beden,44,ELB-005-EKR-44,490,shopify,11,deny,manual,1599.00,,TRUE,TRUE,,,,,,,,,,,,,,,,,
oversize-cepli-keten-gorunumlu-tesettur-elbise,,,,,,,,Renk,Ekru,Beden,46,ELB-005-EKR-46,490,shopify,11,deny,manual,1599.00,,TRUE,TRUE,,,,,,,,,,,,,,,,,
oversize-cepli-keten-gorunumlu-tesettur-elbise,,,,,,,,Renk,Zeytin,Beden,38,ELB-005-ZEY-38,490,shopify,11,deny,manual,1599.00,,TRUE,TRUE,,,,,,,,,,,,,,,,,
oversize-cepli-keten-gorunumlu-tesettur-elbise,,,,,,,,Renk,Zeytin,Beden,40,ELB-005-ZEY-40,490,shopify,11,deny,manual,1599.00,,TRUE,TRUE,,,,,,,,,,,,,,,,,
oversize-cepli-keten-gorunumlu-tesettur-elbise,,,,,,,,Renk,Zeytin,Beden,42,ELB-005-ZEY-42,490,shopify,11,deny,manual,1599.00,,TRUE,TRUE,,,,,,,,,,,,,,,,,
oversize-cepli-keten-gorunumlu-tesettur-elbise,,,,,,,,Renk,Zeytin,Beden,44,ELB-005-ZEY-44,490,shopify,11,deny,manual,1599.00,,TRUE,TRUE,,,,,,,,,,,,,,,,,
oversize-cepli-keten-gorunumlu-tesettur-elbise,,,,,,,,Renk,Zeytin,Beden,46,ELB-005-ZEY-46,490,shopify,11,deny,manual,1599.00,,TRUE,TRUE,,,,,,,,,,,,,,,,,
oversize-cepli-keten-gorunumlu-tesettur-elbise,,,,,,,,Renk,Krem,Beden,38,ELB-005-KRE-38,490,shopify,11,deny,manual,1599.00,,TRUE,TRUE,,,,,,,,,,,,,,,,,
oversize-cepli-keten-gorunumlu-tesettur-elbise,,,,,,,,Renk,Krem,Beden,40,ELB-005-KRE-40,490,shopify,11,deny,manual,1599.00,,TRUE,TRUE,,,,,,,,,,,,,,,,,
oversize-cepli-keten-gorunumlu-tesettur-elbise,,,,,,,,Renk,Krem,Beden,42,ELB-005-KRE-42,490,shopify,11,deny,manual,1599.00,,TRUE,TRUE,,,,,,,,,,,,,,,,,
oversize-cepli-keten-gorunumlu-tesettur-elbise,,,,,,,,Renk,Krem,Beden,44,ELB-005-KRE-44,490,shopify,11,deny,manual,1599.00,,TRUE,TRUE,,,,,,,,,,,,,,,,,
oversize-cepli-keten-gorunumlu-tesettur-elbise,,,,,,,,Renk,Krem,Beden,46,ELB-005-KRE-46,490,shopify,11,deny,manual,1599.00,,TRUE,TRUE,,,,,,,,,,,,,,,,,
relax-fit-aerobin-tesettur-tunik,Relax Fit Aerobin Tesettür Tunik,"<p>Tunik boyu pantolon üstünü örter; aerobin terletmeden durur.</p><h3>Ürün özellikleri</h3><ul><li>Relax fit</li><li>Aerobin</li><li>Yan yırtmaç</li><li>Uzun kol</li><li>Yuvarlak yaka</li></ul><p><strong>Kalıp:</strong> Relax Fit</p><p><strong>Kumaş:</strong> Aerobin</p><p><strong>Kullanım:</strong> Günlük</p><p><strong>Kombin önerisi:</strong> Bol paça pantolon ve ince şal ile üçlü sakin bir hat verir.</p><p><strong>Bakım:</strong> 30 derecede yıkayın. Askıda kurutun.</p><p><em>Demo Modest kataloğu için hazırlanmış DEMO üründür. Gerçek stok, gerçek marka veya gerçek satış verisi değildir.</em></p>",Demo Modest,Apparel & Accessories > Clothing > Clothing Tops,Tesettür Tunik,"tesettur, tunik, kadin, aerobin, relax-fit, gunluk, yeni-sezon, yaz",TRUE,Renk,Ekru,Beden,36,TUN-001-EKR-36,340,shopify,14,deny,manual,1099.00,,TRUE,TRUE,,,Ekru relax fit aerobin tesettür tunik,FALSE,Relax Fit Aerobin Tesettür Tunik | Demo Modest Katalog,Pantolon üstüne oturan aerobin tesettür tuniği günlük kullanım için inceleyin. Demo Modest DEMO. DEMO katalog kaydıdır; gerçek stok veya marka ürünü değildir.,active,%100 Polyester,Relax Fit,98 cm,172 cm,38,Aerobin,30 derecede yıkayın. Askıda kurutun.,İlkbahar / Yaz,Minimal,Günlük
relax-fit-aerobin-tesettur-tunik,,,,,,,,Renk,Ekru,Beden,38,TUN-001-EKR-38,340,shopify,14,deny,manual,1099.00,,TRUE,TRUE,,,,,,,,,,,,,,,,,
relax-fit-aerobin-tesettur-tunik,,,,,,,,Renk,Ekru,Beden,40,TUN-001-EKR-40,340,shopify,14,deny,manual,1099.00,,TRUE,TRUE,,,,,,,,,,,,,,,,,
relax-fit-aerobin-tesettur-tunik,,,,,,,,Renk,Ekru,Beden,42,TUN-001-EKR-42,340,shopify,14,deny,manual,1099.00,,TRUE,TRUE,,,,,,,,,,,,,,,,,
relax-fit-aerobin-tesettur-tunik,,,,,,,,Renk,Ekru,Beden,44,TUN-001-EKR-44,340,shopify,14,deny,manual,1099.00,,TRUE,TRUE,,,,,,,,,,,,,,,,,
relax-fit-aerobin-tesettur-tunik,,,,,,,,Renk,Adaçayı,Beden,36,TUN-001-ADA-36,340,shopify,14,deny,manual,1099.00,,TRUE,TRUE,,,,,,,,,,,,,,,,,
relax-fit-aerobin-tesettur-tunik,,,,,,,,Renk,Adaçayı,Beden,38,TUN-001-ADA-38,340,shopify,14,deny,manual,1099.00,,TRUE,TRUE,,,,,,,,,,,,,,,,,
relax-fit-aerobin-tesettur-tunik,,,,,,,,Renk,Adaçayı,Beden,40,TUN-001-ADA-40,340,shopify,14,deny,manual,1099.00,,TRUE,TRUE,,,,,,,,,,,,,,,,,
relax-fit-aerobin-tesettur-tunik,,,,,,,,Renk,Adaçayı,Beden,42,TUN-001-ADA-42,340,shopify,14,deny,manual,1099.00,,TRUE,TRUE,,,,,,,,,,,,,,,,,
relax-fit-aerobin-tesettur-tunik,,,,,,,,Renk,Adaçayı,Beden,44,TUN-001-ADA-44,340,shopify,14,deny,manual,1099.00,,TRUE,TRUE,,,,,,,,,,,,,,,,,
relax-fit-aerobin-tesettur-tunik,,,,,,,,Renk,Sütlü Kahve,Beden,36,TUN-001-SUT-36,340,shopify,14,deny,manual,1099.00,,TRUE,TRUE,,,,,,,,,,,,,,,,,
relax-fit-aerobin-tesettur-tunik,,,,,,,,Renk,Sütlü Kahve,Beden,38,TUN-001-SUT-38,340,shopify,14,deny,manual,1099.00,,TRUE,TRUE,,,,,,,,,,,,,,,,,
relax-fit-aerobin-tesettur-tunik,,,,,,,,Renk,Sütlü Kahve,Beden,40,TUN-001-SUT-40,340,shopify,14,deny,manual,1099.00,,TRUE,TRUE,,,,,,,,,,,,,,,,,
relax-fit-aerobin-tesettur-tunik,,,,,,,,Renk,Sütlü Kahve,Beden,42,TUN-001-SUT-42,340,shopify,14,deny,manual,1099.00,,TRUE,TRUE,,,,,,,,,,,,,,,,,
relax-fit-aerobin-tesettur-tunik,,,,,,,,Renk,Sütlü Kahve,Beden,44,TUN-001-SUT-44,340,shopify,14,deny,manual,1099.00,,TRUE,TRUE,,,,,,,,,,,,,,,,,
